股票代號,股票名稱,日期,開盤價,最高價,最低價,收盤價,漲跌,漲幅(%),振幅(%),成交量,成交筆數,成交金額(千),均張,成交量變動(%),均張變動(%),股本(百萬),總市值(億),市值比重(%),本益比,股價淨值比,本益比(近四季),週轉率(%),成交值比重(%),漲跌停,成交量(股)
3694,海華,20190524,20,20.35,19.95,20.1,0.1,0.5,2,75,62,1512,1.2,-34.78,0,1507,30.3,0.01,,1.84,,0.05,0.001,0,75030
3698,隆達,20190524,13.65,13.9,13.6,13.6,-0.05,-0.37,2.2,1071,661,14662,1.6,-24.95,-11.11,5195,70.7,0.023,196.3,0.61,35.3,0.21,0.014,0,1071205
3701,大眾控,20190524,14.1,14.4,14.1,14.4,0.6,4.35,2.17,18,40,257,0.5,157.14,-16.67,1903,27.4,0.009,14.4,1.26,8.4,0.01,0,0,18035
3702,大聯大,20190524,38.85,38.85,38.15,38.45,-0.05,-0.13,1.82,2949,1539,113402,1.9,-4.5,-5,16791,645.6,0.208,9.9,1.15,9.4,0.18,0.11,0,2949635
3703,欣陸,20190524,16.2,17,16.2,17,0.8,4.94,4.94,13078,3049,219786,4.3,899.08,79.17,8232,139.9,0.045,8.5,0.58,6.5,1.57,0.213,0,13078552
3704,合勤控,20190524,21,21.85,20.9,20.9,0.2,0.97,4.59,9747,4396,208541,2.2,4.95,-12,4412,92.2,0.03,13.6,1.21,,2.26,0.202,0,9747870
3705,永信,20190524,42.2,42.7,42.2,42.55,0.1,0.24,1.18,122,93,5204,1.3,-4.69,0,2664,113.4,0.037,17,1.81,16.2,0.05,0.005,0,122388
3706,神達,20190524,29.35,29.35,29.1,29.2,-0.15,-0.51,0.85,1731,1129,50528,1.5,90.85,0,9368,273.5,0.088,13.4,0.71,11.5,0.18,0.049,0,1731038
3707,漢磊,20190524,15.65,15.85,15.6,15.6,-0.05,-0.32,1.6,613,388,9624,1.6,-33.15,6.67,2815,43.9,0.146,,1.27,,0.22,0.03,0,613869
3708,上緯投控,20190524,93.3,94,90,91,-1.4,-1.52,4.33,1657,1263,151793,1.3,-17.15,8.33,935,85.1,0.027,5.4,1.72,7.6,1.78,0.147,0,1657108
3709,鑫聯大投控,20190524,17.95,17.95,17.95,17.95,-0.05,-0.28,0,5,3,90,1.7,,,796,14.3,0.048,16.2,1.27,16.6,0.01,0,0,5000
3710,連展投控,20190524,6.73,6.97,6.73,6.91,0.19,2.83,3.57,504,175,3429,2.9,-62.58,0,2073,14.3,0.048,,0.61,,0.24,0.011,0,504037
3711,日月光投控,20190524,58.3,59.1,58.3,58.6,0.3,0.51,1.37,10160,3969,596757,2.6,-49.5,18.18,43226,2533,0.815,14.5,1.22,10,0.24,0.579,0,10160249
3712,永崴投控,20190524,20.4,20.7,20.4,20.65,0.2,0.98,1.47,470,350,9657,1.3,-11.99,-18.75,2462,50.8,0.016,,0.68,,0.19,0.009,0,470398
4102,永日,20190524,17.45,17.5,17.2,17.25,0.1,0.58,1.75,59,40,1028,1.5,227.78,36.36,424,7.3,0.024,43,1.57,,0.14,0.003,0,59216
4104,佳醫,20190524,50.2,50.3,50,50.2,0.1,0.2,0.6,189,131,9521,1.4,18.87,0,1281,64.3,0.021,13.2,0.92,13.5,0.15,0.009,0,189875
4105,東洋,20190524,80,80.2,79.8,79.9,-0.2,-0.25,0.5,169,137,13549,1.2,-19.91,0,2486,198.6,0.661,19.6,3.24,13.2,0.07,0.042,0,169381
4106,雃博,20190524,24.75,25.4,24.65,25.4,0.55,2.21,3.02,103,83,2591,1.2,37.33,-7.69,1009,25.6,0.008,17,1.24,20.9,0.1,0.003,0,103001
4107,邦特,20190524,112,113,111.5,112,0,0,1.34,129,118,14479,1.1,-38.57,0,693,77.6,0.258,16.5,3.19,17.7,0.19,0.045,0,129090
4108,懷特,20190524,19.4,19.55,19.35,19.45,0,0,1.03,50,47,977,1.1,-72.83,-31.25,1636,31.8,0.01,,2.2,,0.03,0.001,0,50259
4109,穆拉德加捷,20190524,21.65,22.25,21.55,21.55,-0.1,-0.46,3.23,503,307,10997,1.6,-23.9,0,689,14.8,0.049,,2.12,569.8,0.74,0.034,0,503550
4111,濟生,20190524,23.6,24,23.6,23.75,0.15,0.64,1.69,28,30,678,0.9,-60,-65.38,570,13.5,0.045,23.8,1.27,29.1,0.05,0.002,0,28500
4113,聯上,20190524,10.95,11.05,10.9,11,0.05,0.46,1.37,123,69,1354,1.8,-61.32,5.88,2111,23.2,0.077,11,0.62,32.2,0.06,0.004,0,123370
4114,健喬,20190524,29.9,30.1,29.85,30.1,0.05,0.17,0.83,490,278,14732,1.8,7.22,12.5,1975,59.4,0.198,60,1.86,81.1,0.25,0.046,0,490930
4116,明基醫,20190524,38,38,37.4,37.45,0.05,0.13,1.6,32,27,1202,1.2,-68,0,446,16.7,0.056,18.8,1.58,20.4,0.07,0.004,0,32000
4119,旭富,20190524,92.5,93.7,91.2,92,-0.3,-0.33,2.71,1914,1445,177122,1.3,-20.78,0,795,73.1,0.024,13.7,2.17,13.3,2.42,0.172,0,1914229
4120,友華,20190524,62.5,62.5,61.7,62.4,-0.1,-0.16,1.28,64,57,3970,1.1,-26.44,0,867,54.1,0.18,16.9,1.57,22.3,0.07,0.012,0,64051
4121,優盛,20190524,10.45,10.5,10.4,10.5,0.05,0.48,0.96,48,33,502,1.5,33.33,25,733,7.7,0.026,35,0.69,35.9,0.07,0.002,0,48049
4123,晟德,20190524,75.5,76.1,75.1,75.2,-0.2,-0.27,1.33,691,473,52173,1.5,-22.36,15.38,3553,267.2,0.89,18.8,2.08,4.9,0.2,0.164,0,691534
4126,太醫,20190524,79.3,80.1,79.3,79.7,0.9,1.14,1.02,232,200,18527,1.2,-19.44,-14.29,660,52.6,0.175,19.1,2.22,22,0.35,0.058,0,232500
4127,天良,20190524,8.7,8.75,8.7,8.71,0.01,0.11,0.57,43,20,375,2.2,-24.56,-4.35,458,4,0.013,,0.89,,0.09,0.001,0,43003
4128,中天,20190524,14,14.1,13.95,14,0,0,1.07,244,117,3421,2.1,7.49,0,4253,59.5,0.198,,0.82,,0.06,0.011,0,244225
4129,聯合,20190524,46.15,46.45,46,46,-0.35,-0.76,0.97,89,79,4110,1.1,-16.04,-26.67,805,37,0.123,28.9,1.64,31.9,0.11,0.013,0,89168
4130,健亞,20190524,27.75,28.05,27.75,27.8,0.05,0.18,1.08,48,43,1342,1.1,-57.14,-15.38,1008,28,0.093,39.5,1.8,48.1,0.05,0.004,0,48100
4131,晶宇,20190524,6,6,6,6,0,0,0,0,1,1,0,,,483,2.9,0.01,,1.83,,0,0,0,243
4133,亞諾法,20190524,27.6,27.65,27.6,27.6,0,0,0.18,12,16,335,0.8,0,-11.11,606,16.7,0.005,69.7,1.36,46.4,0.02,0,0,12147
4137,麗豐-KY,20190524,266,268.5,254,255.5,-11,-4.13,5.44,978,919,254287,1.1,-0.91,0,795,203.1,0.065,14.3,4.42,15.8,1.25,0.247,0,978450
4138,曜亞,20190524,49.4,50,49.4,49.6,0.35,0.71,1.22,24,21,1195,1.1,500,37.5,300,14.9,0.05,14.2,1.14,14.2,0.08,0.004,0,24001
4139,馬光-KY,20190524,44.5,45.35,44.5,45.2,0.8,1.8,1.91,110,84,4991,1.3,61.76,-23.53,420,19,0.063,75.9,4.17,168.5,0.26,0.016,0,110806
4141,龍燈-KY,20190524,17.6,17.7,17.55,17.65,-0.05,-0.28,0.85,24,20,424,1.2,-50,-14.29,1711,30.2,0.01,19.6,0.52,274.6,0.01,0,0,24060
4142,國光生,20190524,19.4,19.5,19.2,19.25,-0.3,-1.53,1.53,2409,1343,46630,1.8,-65.83,20,3624,69.8,0.022,,1.88,,0.67,0.045,0,2409080
4144,康聯-KY,20190524,31.85,32.65,31.35,31.35,-0.5,-1.57,4.08,1292,773,41414,1.7,0,21.43,771,24.2,0.008,15.8,0.93,21.4,1.71,0.04,0,1292400
4147,中裕,20190524,138.5,140,137,137,-0.5,-0.36,2.18,646,550,89089,1.2,11.19,9.09,2522,345.5,1.151,,8.52,,0.26,0.279,0,646106
4148,全宇生技-KY,20190524,56.1,57.6,55.3,56,-0.5,-0.88,4.07,328,277,18485,1.2,-71.38,-14.29,640,35.8,0.012,13.8,1.61,15.2,0.52,0.018,0,328062
4152,台微體,20190524,81,81.4,81,81.3,-0.2,-0.25,0.49,37,33,3043,1.1,208.33,37.5,640,52,0.173,,9.21,,0.06,0.01,0,37464
4153,鈺緯,20190524,34.7,34.7,34,34.1,-0.1,-0.29,2.05,10,11,343,0.9,-74.36,-40,744,25.4,0.085,29.8,2.1,41,0.01,0.001,0,10031
4154,康樂-KY,20190524,22.25,22.25,22.25,22.25,-0.1,-0.45,0,0,0,0,,,,243,5.4,0.018,,2.01,,0,0,0,0
4155,訊映,20190524,28.2,28.4,28,28.25,-0.05,-0.18,1.41,51,38,1444,1.3,34.21,8.33,754,21.3,0.007,14.1,1.66,14.3,0.07,0.001,0,51300
4157,太景*-KY,20190524,15.9,16.05,15.8,15.95,0.05,0.31,1.57,304,154,4861,2,-33.77,-16.67,21,114.3,0.381,,0.03,,0.04,0.015,0,304100
4160,創源,20190524,27.45,27.6,27.3,27.3,-0.15,-0.55,1.09,13,13,356,1,-18.75,-23.08,242,6.6,0.022,55.1,1.93,41.6,0.05,0.001,0,13002
4161,聿新科,20190524,26.5,26.7,26.45,26.6,0,0,0.94,52,44,1404,1.2,20.93,0,527,14,0.047,280.4,1.74,56.3,0.1,0.004,0,52874
4162,智擎,20190524,88.3,89.3,87.3,87.8,0.2,0.23,2.28,479,413,42313,1.2,-60.45,0,1459,128.1,0.427,126.8,3.55,62.3,0.33,0.133,0,479869
4163,鐿鈦,20190524,130,134.5,122.5,124.5,-5,-3.86,9.27,2247,1676,288698,1.3,239.94,0,402,50,0.167,14.1,2.93,14.9,5.77,0.905,0,2247274
4164,承業醫,20190524,39.8,40.6,39.8,40.3,0.45,1.13,2.01,2447,366,99000,6.7,837.55,415.38,1399,56.4,0.018,14.5,1.12,15.4,1.76,0.096,0,2447100
4167,展旺,20190524,19.5,19.8,19.5,19.55,0.05,0.26,1.54,99,69,1943,1.4,-52.63,-22.22,2480,48.5,0.162,,2.63,,0.04,0.006,0,99200
4168,醣聯,20190524,20.6,21.55,20.5,21.2,0.4,1.92,5.05,106,75,2244,1.4,29.27,-6.67,765,16.2,0.054,,1.1,,0.14,0.007,0,106102
4171,瑞基,20190524,40.75,40.75,40.1,40.5,0.45,1.12,1.62,36,29,1454,1.2,-60,-7.69,366,14.8,0.049,18.5,3.94,34.6,0.1,0.005,0,36000
4173,久裕,20190524,16.7,16.85,16.7,16.85,0.1,0.6,0.9,38,25,638,1.5,-32.14,-16.67,446,7.5,0.025,13.9,0.6,14.7,0.09,0.002,0,38001
4174,浩鼎,20190524,139.5,141,139.5,139.5,0,0,1.08,170,140,23957,1.2,-15,0,1881,262.4,0.874,,4.23,,0.09,0.075,0,170964
4175,杏一,20190524,70.5,71,70.3,71,0.5,0.71,0.99,18,14,1269,1.3,-37.93,-13.33,282,20,0.067,15.6,2.14,16.9,0.06,0.004,0,18000
4180,安成藥,20190524,70.3,70.4,70.3,70.3,0,0,0.14,42,31,3003,1.4,-42.47,-17.65,1204,84.6,0.282,,1.61,,0.04,0.009,0,42700
4183,福永生技,20190524,16.35,16.8,16.3,16.8,0.2,1.2,3.01,4,4,66,1,,,238,4,0.013,16.7,1.35,9.6,0.02,0,0,4000
4188,安克,20190524,25.15,25.15,24.6,24.75,-0.4,-1.59,2.19,13,12,323,1.1,116.67,10,530,13.1,0.044,,2.31,,0.02,0.001,0,13000
4190,佐登-KY,20190524,99.7,99.7,97.8,97.9,-0.2,-0.2,1.94,146,133,14395,1.1,-18.89,0,610,59.7,0.019,16.3,3.03,12.3,0.24,0.014,0,146000
4192,杏國,20190524,27.3,27.4,27.05,27.05,-0.6,-2.17,1.27,14,13,381,1.1,75,0,834,22.6,0.075,,3.47,,0.02,0.001,0,14000
4198,環瑞醫,20190524,4.7,4.86,4.61,4.61,-0.25,-5.14,5.14,36,19,170,1.9,-50.68,-32.14,425,2,0.007,,0.94,,0.09,0.001,0,36030
4205,中華食,20190524,71.1,71.7,71,71,-0.5,-0.7,0.98,21,19,1518,1.1,133.33,83.33,807,57.3,0.191,23.7,3.75,24.1,0.03,0.005,0,21333
4207,環泰,20190524,11.5,11.55,11.5,11.5,0,0,0.43,66,25,760,2.6,8.2,30,1663,19.1,0.064,16.5,0.93,16.6,0.04,0.002,0,66042
4303,信立,20190524,20.6,21.2,20.6,20.85,-0.25,-1.18,2.84,53,24,1129,2.2,65.63,57.14,700,14.6,0.049,20.9,1.45,11,0.08,0.004,0,53766
4304,勝昱,20190524,6.44,6.83,6.44,6.56,0.13,2.02,6.07,63,36,413,1.8,142.31,5.88,360,2.4,0.008,,1.17,,0.17,0.001,0,63192
4305,世坤,20190524,37,37,37,37,0,0,0,0,0,0,,,,550,20.4,0.068,11.6,1.89,11.6,0,0,0,0
4306,炎洲,20190524,12.8,13,12.8,12.9,0.05,0.39,1.56,499,221,6447,2.3,-26.4,-4.17,5301,68.4,0.022,14,0.76,34.2,0.09,0.006,0,499290
4401,東隆興,20190524,48,49.6,48,48.85,0.85,1.77,3.33,401,292,19713,1.4,30.62,7.69,1203,58.8,0.196,18.1,2.21,20.8,0.34,0.062,0,401105
4402,福大,20190524,9.7,9.7,9.13,9.14,-0.46,-4.79,5.94,430,236,4034,1.8,-15.19,0,460,4.2,0.014,1.1,0.95,2,0.96,0.013,0,430849
4406,新昕纖,20190524,8.62,8.71,8.58,8.71,-0.04,-0.46,1.49,5,3,43,1.7,-64.29,-15,519,4.5,0.015,,0.69,,0.01,0,0,5000
4413,飛寶企業,20190524,12.3,12.3,12.3,12.3,0,0,0,0,0,0,,,,313,3.8,0.013,12.4,1.36,10.4,0,0,0,0
4414,如興,20190524,13.8,14.7,13.65,14.25,0.5,3.64,7.64,18466,3361,260732,5.5,644.6,120,9034,128.7,0.041,143,0.99,,2.03,0.253,0,18466199
4415,台原藥,20190524,6.68,6.68,6.68,6.68,0.5,8.09,0,2,1,13,2,,,436,2.9,,,4.7,,0,0,0,2000
4416,三圓,20190524,73,73,73,73,1,1.39,0,1,1,73,1,,,600,43.8,0.146,,2.76,,0,0,0,1000
4417,金洲,20190524,36.2,36.3,36.2,36.3,0.1,0.28,0.28,37,32,1348,1.2,-59.34,-29.41,840,30.5,0.102,8.2,1.3,8.3,0.04,0.004,0,37229
4419,元勝,20190524,7.9,7.9,7.9,7.9,0,0,0,0,2,0,0,,,326,2.6,0.009,,2.58,,0,0,0,39
4420,光明,20190524,36.4,36.4,36,36.15,0.15,0.42,1.11,108,60,3911,1.8,-30.77,12.5,405,14.6,0.049,2.4,1.02,2.4,0.27,0.012,0,108128
4426,利勤,20190524,64.3,65.1,62.5,62.5,-2,-3.1,4.03,1181,912,75221,1.3,62.9,8.33,1486,92.9,0.03,28.4,2.94,28.4,0.81,0.073,0,1181435
4429,聚紡,20190524,21.15,21.15,21.15,21.15,0,0,0,0,0,0,,,,344,7.3,0.024,,0.83,,0,0,0,0
4430,耀億,20190524,32.55,32.95,32.55,32.95,0.15,0.46,1.22,28,22,925,1.3,-24.32,0,563,18.6,0.062,13.7,0.98,13.5,0.05,0.003,0,28265
4432,銘旺實,20190524,27.6,27.8,27.6,27.7,0.1,0.36,0.72,29,26,809,1.1,-49.12,-26.67,506,14,0.047,27.5,1.02,22.3,0.06,0.003,0,29196
4433,興采,20190524,33.9,33.9,33.15,33.3,0.1,0.3,2.26,84,60,2806,1.4,-22.22,0,346,11.5,0.038,14.1,1.43,12.2,0.24,0.009,0,84000
4438,廣越,20190524,159.5,162,159,160,0.5,0.31,1.88,152,132,24443,1.2,-30.28,9.09,1034,165.4,0.053,16.5,2.5,19.7,0.15,0.024,0,152074
4502,健信,20190524,46,46,45.1,45.5,0,0,1.98,25,28,1168,0.9,56.25,-18.18,465,21.2,0.071,28.6,2.79,34.1,0.06,0.004,0,25617
4503,金雨,20190524,27.3,27.85,27,27.1,-0.1,-0.37,3.13,19,16,517,1.2,58.33,9.09,393,10.7,0.036,27.3,2.1,27.5,0.05,0.002,0,19000
4506,崇友,20190524,58.3,58.6,58.1,58.6,0.5,0.86,0.86,29,26,1711,1.1,141.67,37.5,1770,103.7,0.345,16.5,2.44,16.2,0.02,0.005,0,29352
4510,高鋒,20190524,13.3,13.3,13,13,-0.3,-2.26,2.26,64,42,836,1.5,113.33,25,1080,14,0.047,127.6,0.63,12,0.06,0.003,0,64000
4513,福裕,20190524,11.05,11.1,11,11.1,0.05,0.45,0.9,91,36,1008,2.5,13.75,31.58,769,8.5,0.028,106.7,0.93,10.9,0.12,0.003,0,91002
4523,永彰,20190524,14.3,14.3,13.9,13.9,0,0,2.88,37,22,516,1.7,-47.89,-10.53,640,8.9,0.03,,0.62,,0.06,0.002,0,37000
4526,東台,20190524,18.4,18.55,18.35,18.55,0.15,0.82,1.09,60,49,1118,1.2,-55.88,-20,2548,47.3,0.015,11.5,0.85,13.2,0.02,0.001,0,60578
4527,方土霖,20190524,29.25,29.4,29.25,29.4,0.3,1.03,0.52,7,10,227,0.7,-77.42,-58.82,762,22.4,0.075,10.9,1.6,11.4,0.01,0.001,0,7755
4528,江興鍛,20190524,47,47.2,46.2,46.75,-0.25,-0.53,2.13,120,96,5610,1.3,-53.67,18.18,765,35.8,0.119,11,1.74,14.4,0.16,0.018,0,120000
4529,淳紳,20190524,19.25,19.75,19.15,19.35,0.2,1.04,3.13,64,43,1239,1.5,-11.11,-6.25,831,16.1,0.054,,1.14,,0.08,0.004,0,64000
4530,宏易,20190524,5.99,6.2,5.91,6.04,0.2,3.42,4.97,28,18,167,1.6,-60,0,462,2.8,0.009,,0.91,,0.06,0.001,0,28013
4532,瑞智,20190524,25.4,25.4,25.1,25.25,0.05,0.2,1.19,132,86,3329,1.5,33.33,0,5060,127.8,0.041,12,1.47,11.8,0.03,0.003,0,132000
4533,協易機,20190524,11.35,11.55,11.35,11.55,0.05,0.43,1.74,30,11,353,2.7,-9.09,-3.57,1584,18.3,0.061,,0.72,18.4,0.02,0.001,0,30855
4534,慶騰,20190524,9.56,9.74,9.5,9.55,0,0,2.51,35,11,339,3.2,-56.25,28,892,8.5,0.028,,0.85,142.6,0.04,0.001,0,35439
4535,至興,20190524,30.75,31.35,30.75,30.8,-0.2,-0.65,1.94,14,13,434,1.1,-12.5,-8.33,757,23.3,0.078,30.7,1.03,32.7,0.02,0.001,0,14000
4536,拓凱,20190524,150,153.5,148,148,-0.5,-0.34,3.7,524,470,78833,1.1,235.9,0,908,134.4,0.043,14.8,2.53,13.4,0.59,0.076,0,524175
4538,大詠城,20190524,19.3,19.3,19.15,19.2,0.1,0.52,0.79,21,15,404,1.4,-55.32,7.69,476,9.1,0.03,11.3,1.31,12.5,0.04,0.001,0,21000
4540,全球傳動,20190524,62.5,63,61,61.3,-0.9,-1.45,3.22,500,385,30958,1.3,11.11,-13.33,967,59.3,0.019,16.7,1.68,11.4,0.52,0.03,0,500100
4541,晟田,20190524,28.9,28.9,28.45,28.5,-0.35,-1.21,1.56,105,63,2999,1.7,10.53,21.43,695,19.8,0.066,14.6,1.1,17.1,0.15,0.009,0,105000
4542,科嶠,20190524,22.35,22.35,22.35,22.35,-0.15,-0.67,0,0,0,0,,,,283,6.3,0.021,13.2,1.13,12.4,0,0,0,0
4543,萬在,20190524,21.5,21.9,21.5,21.9,0.4,1.86,1.86,6,4,130,1.5,-25,-6.25,569,12.5,0.042,12.2,0.79,12.1,0.01,0,0,6000
4545,銘鈺,20190524,24.05,24.3,23.8,24,-0.1,-0.41,2.07,18,16,432,1.1,-93.88,-15.38,770,18.5,0.006,,1.08,,0.02,0,0,18000
4549,桓達,20190524,84,85.5,83.4,85,0.3,0.35,2.48,68,62,5714,1.1,119.35,10,404,34.3,0.114,14.6,2.48,15.4,0.17,0.018,0,68000
4550,長佳,20190524,17.95,18,17.9,17.95,0,0,0.56,74,25,1327,3,-6.33,42.86,371,6.7,0.022,11.9,0.88,8.9,0.2,0.004,0,74000
4551,智伸科,20190524,97,100,97,100,2.4,2.46,3.07,246,220,24383,1.1,-21.9,0,819,81.9,0.026,12.3,2.62,15.5,0.3,0.024,0,246100
4552,力達-KY,20190524,49.5,49.8,49.4,49.4,-0.1,-0.2,0.81,162,124,8031,1.3,-42.55,0,1000,49.4,0.016,12.4,0.93,7.6,0.16,0.008,0,162150
4554,橙的,20190524,15.25,15.35,15.25,15.35,0.1,0.66,0.66,28,16,429,1.8,-3.45,63.64,214,3.3,0.011,,0.87,,0.13,0.001,0,28014
4555,氣立,20190524,59.7,59.7,58.2,59.2,0.1,0.17,2.54,5,4,294,1.3,150,30,669,39.6,0.013,27.9,1.46,32.3,0.01,0,0,5000
4556,旭然,20190524,32.5,32.55,32.5,32.5,0,0,0.15,10,5,325,2,25,81.82,417,13.6,0.045,19.1,1.66,22.1,0.02,0.001,0,10000
4557,永新-KY,20190524,73,73,72.8,72.8,-0.6,-0.82,0.27,2,3,146,0.7,-85.71,-61.11,346,25.2,0.008,11,1.93,12.8,0.01,0,0,2001
4560,強信-KY,20190524,54.6,54.8,54.3,54.8,0.1,0.18,0.91,234,111,12781,2.1,30.73,0,662,36.3,0.012,10.9,2.06,11.3,0.35,0.012,0,234000
4561,健椿,20190524,26.7,26.95,26.65,26.95,0.1,0.37,1.12,14,14,377,1,-39.13,0,585,15.8,0.053,16.4,1.63,17.8,0.02,0.001,0,14068
4562,穎漢,20190524,34.15,34.3,33.7,34.2,0.05,0.15,1.76,86,69,2918,1.2,330,0,675,23.1,0.007,14.3,1.8,15.3,0.13,0.003,0,86000
4563,百德,20190524,50.5,50.8,50.5,50.8,0.3,0.59,0.59,2,2,101,1,-66.67,0,400,20.3,0.068,19,1.58,25.7,0,0,0,2000
4564,元翎,20190524,55,55.7,52.7,53.4,-2,-3.61,5.42,2909,1778,157093,1.6,-45.91,-11.11,1778,94.9,0.031,13.6,2.1,17.2,1.66,0.152,0,2909105
4566,時碩工業,20190524,41.15,41.4,41.15,41.15,0,0,0.61,59,38,2431,1.6,-24.36,23.08,666,27.4,0.009,12.3,1.26,13.1,0.09,0.002,0,59000
4568,科際精密,20190524,69,69.2,68.7,68.7,-0.5,-0.72,0.72,15,12,1033,1.3,-25,0,302,20.7,0.069,13.7,1.88,13,0.05,0.003,0,15000
4609,唐鋒,20190524,11.35,11.35,11.35,11.35,0,0,0,1,1,11,1,-92.86,-50,479,5.4,0.018,108.7,1.67,,0,0,0,1000
4702,中美實,20190524,3.09,3.09,2.89,3.02,0.02,0.67,6.67,63,16,186,3.9,133.33,105.26,2250,6.8,0.023,,0.76,,0.03,0.001,0,63075
4706,大恭,20190524,19.4,19.4,19.3,19.3,-0.2,-1.03,0.51,12,13,233,0.9,-50,-40,790,15.2,0.051,16,1.04,15.4,0.02,0.001,0,12046
4707,磐亞,20190524,10.1,10.25,10.1,10.2,0.1,0.99,1.49,114,49,1163,2.3,39.02,43.75,2678,27.3,0.091,11.3,0.59,11.4,0.04,0.004,0,114330
4711,永純,20190524,15.15,15.2,15.15,15.2,-0.05,-0.33,0.33,21,7,319,3,0,0,611,9.3,0.031,77.4,0.85,139.1,0.03,0.001,0,21000
4712,南璋,20190524,10.8,11.7,10.8,11.2,0.45,4.19,8.37,157,96,1759,1.6,185.45,60,657,7.4,0.025,,1.82,,0.24,0.006,0,157002
4714,永捷,20190524,15.9,16.6,15.9,16.5,0.65,4.1,4.42,2881,1253,47314,2.3,629.37,21.05,1023,16.9,0.056,,1.23,17.5,2.8,0.148,0,2881142
4716,大立,20190524,14.15,14.4,13.95,14,0.15,1.08,3.25,140,65,1983,2.2,-20,-12,752,10.5,0.035,35.1,1.17,25.9,0.19,0.006,0,140103
4720,德淵,20190524,13.4,13.55,13.4,13.5,0.1,0.75,1.12,21,13,288,1.6,-80.73,-52.94,886,12,0.004,66.4,1.08,29.7,0.02,0,0,21314
4721,美琪瑪,20190524,62.5,63.4,62,62,-0.4,-0.64,2.24,212,173,13278,1.2,-38.55,-7.69,750,46.5,0.155,19.6,3.61,19.5,0.29,0.042,0,212111
4722,國精化,20190524,29,29.2,29,29.15,0.05,0.17,0.69,23,12,684,1.9,-56.6,-9.52,1000,29.2,0.009,11.2,1.16,11.7,0.02,0.001,0,23470
4725,信昌化,20190524,19.4,19.7,19.1,19.25,-0.15,-0.77,3.09,530,394,10265,1.3,-64.19,-23.53,2920,56.2,0.018,48.5,1.63,55.2,0.18,0.01,0,530014
4726,永昕,20190524,23,23.45,23,23.2,0,0,1.94,26,21,604,1.2,-44.68,-40,1280,29.7,0.099,,2.11,,0.02,0.002,0,26000
4728,雙美,20190524,70.7,71.9,70.3,71.9,1.2,1.7,2.26,628,451,44662,1.4,-9.77,16.67,545,39.2,0.131,36,5.8,47.8,1.14,0.14,0,628015
4729,熒茂,20190524,12.9,12.9,12.5,12.8,0.3,2.4,3.2,64,15,802,4.3,156,152.94,1047,13.4,0.045,,1.06,,0.06,0.003,0,64000
4735,豪展,20190524,39.85,39.9,39.5,39.6,0.1,0.25,1.01,46,38,1827,1.2,-34.29,9.09,341,13.5,0.045,10.7,3.01,11.9,0.14,0.006,0,46003
4736,泰博,20190524,133.5,134.5,131,131,-3,-2.24,2.61,440,392,58088,1.1,-5.58,-8.33,819,107.3,0.357,11.4,2.64,12.4,0.54,0.182,0,440300
4737,華廣,20190524,51.1,51.5,50.9,51,-0.5,-0.97,1.17,19,16,970,1.2,90,-29.41,594,30.3,0.01,24,1.51,25.1,0.03,0.001,0,19000
4739,康普,20190524,69.8,71.3,69.8,70.2,0.1,0.14,2.14,354,275,24942,1.3,-62.85,-7.14,929,65.2,0.021,16.1,1.85,25.3,0.38,0.024,0,354057
4741,泓瀚,20190524,32.45,32.45,31.5,31.9,-0.3,-0.93,2.95,23,23,730,1,-79.82,-60,328,10.5,0.035,20.1,1.12,18.6,0.07,0.002,0,23000
4743,合一,20190524,27,27.25,26.95,27,0.05,0.19,1.11,116,58,3147,2,56.76,42.86,1958,52.9,0.176,,2.54,,0.06,0.01,0,116242
4744,皇將,20190524,29.3,29.45,28.6,28.8,-0.25,-0.86,2.93,38,35,1095,1.1,-60.42,-8.33,466,13.4,0.045,14.3,1.45,16.9,0.08,0.003,0,38000
4745,合富-KY,20190524,45.9,46.1,45.25,45.85,0.05,0.11,1.86,79,71,3611,1.1,41.07,0,615,28.2,0.094,15.3,1.47,9.7,0.13,0.011,0,79100
4746,台耀,20190524,37.85,38.55,37.85,38.35,0.5,1.32,1.85,126,107,4837,1.2,-13.1,-14.29,990,38,0.012,15.4,0.86,100.2,0.13,0.005,0,126151
4747,強生,20190524,40.55,41,40.55,40.85,-0.1,-0.24,1.1,6,6,244,1,20,25,300,12.3,0.041,21.5,1.44,20.8,0.02,0.001,0,6000
4754,國碳科,20190524,55.6,55.6,54.9,54.9,-0.2,-0.36,1.27,8,6,440,1.3,-38.46,0,156,8.6,0.029,15.3,2.88,13.9,0.05,0.001,0,8000
4755,三福化,20190524,46.1,46.1,45.65,45.65,0,0,0.99,5,4,230,1.3,-61.54,18.18,907,41.4,0.013,11.4,1.29,11.1,0.01,0,0,5000
4760,勤凱,20190524,26.35,27.75,26.3,26.85,-0.6,-2.19,5.28,49,34,1322,1.4,68.97,7.69,294,7.9,0.026,14.9,1.45,13.7,0.17,0.004,0,49271
4763,材料-KY,20190524,153.5,153.5,149,150,-2,-1.32,2.96,224,201,33780,1.1,-57.82,-21.43,465,69.8,0.022,19.9,5.5,32.1,0.48,0.033,0,224301
4764,雙鍵,20190524,77.1,77.4,77.1,77.4,0.2,0.26,0.39,38,34,2934,1.1,-5,10,698,54,0.017,12.1,2.01,10,0.05,0.003,0,38000
